Evento;Reloj;RND Llegada EP;Tiempo entre llegadas EP;Prox. llegada EP;RND Llegada R;Tiempo entre llegadas R;Prox. llegada R;RND Llegada V;Tiempo entre llegadas V;Prox. llegada V;RND Llegada AE;Tiempo entre llegadas AE;Prox. llegada AE;RND Llegada P;Tiempo entre llegadas P;Prox. llegada P;RND fin EP;Tiempo atencion EP;Fin envio 1;Fin envio 2;Fin envio 3;RND fin R;Tiempo atencion R;Fin reclamo 1;Fin reclamo 2;RND fin V;Tiempo atencion V;Fin venta 1;Fin venta 2;Fin venta 3;RND fin AE;Tiempo atencion AE;Fin atencion 1;Fin atencion 2;Prox ausencia;Fin ausencia;RND fin P;Tiempo atencion P;Fin postal;EP COLA 1;EP Estado 1;EP COLA 2;EP Estado 2;EP COLA 3;EP Estado 3;R COLA 1;R Estado 1;R COLA 2;R Estado 2;V COLA 1;V Estado 1;V COLA 2;V Estado 2;V COLA 3;V Estado 3;AE COLA 1;AE Estado 1;AE COLA 2;AE Estado 2;P COLA 1;P Estado 1;AC tiempo espera EP;AC ocupacion EP;CANT EP;AC tiempo espera R;AC ocupacion R;CANT R;AC tiempo espera V;AC ocupacion V;CANT V;AC tiempo espera AE;AC ocupacion AE;CANT AE;AC tiempo espera P;AC ocupacion P;CANT P;Estado 1;HEspera 1;HAtencion 1;Estado 2;HEspera 2;HAtencion 2;Estado 3;HEspera 3;HAtencion 3;Estado 4;HEspera 4;HAtencion 4;Estado 5;HEspera 5;HAtencion 5;Estado 6;HEspera 6;HAtencion 6;Estado 7;HEspera 7;HAtencion 7;Estado 8;HEspera 8;HAtencion 8;Estado 9;HEspera 9;HAtencion 9;Estado 10;HEspera 10;HAtencion 10;Estado 11;HEspera 11;HAtencion 11;Estado 12;HEspera 12;HAtencion 12;Estado 13;HEspera 13;HAtencion 13;Estado 14;HEspera 14;HAtencion 14;Estado 15;HEspera 15;HAtencion 15;Estado 16;HEspera 16;HAtencion 16;Estado 17;HEspera 17;HAtencion 17;Estado 18;HEspera 18;HAtencion 18;Estado 19;HEspera 19;HAtencion 19;Estado 20;HEspera 20;HAtencion 20;Estado 21;HEspera 21;HAtencion 21;Estado 22;HEspera 22;HAtencion 22;Estado 23;HEspera 23;HAtencion 23;Estado 24;HEspera 24;HAtencion 24;Estado 25;HEspera 25;HAtencion 25;Estado 26;HEspera 26;HAtencion 26;Estado 27;HEspera 27;HAtencion 27;Estado 28;HEspera 28;HAtencion 28;Estado 29;HEspera 29;HAtencion 29;Estado 30;HEspera 30;HAtencion 30;Estado 31;HEspera 31;HAtencion 31;Estado 32;HEspera 32;HAtencion 32;Estado 33;HEspera 33;HAtencion 33;Estado 34;HEspera 34;HAtencion 34;Estado 35;HEspera 35;HAtencion 35;Estado 36;HEspera 36;HAtencion 36;Estado 37;HEspera 37;HAtencion 37;Estado 38;HEspera 38;HAtencion 38;Estado 39;HEspera 39;HAtencion 39;Estado 40;HEspera 40;HAtencion 40;Estado 41;HEspera 41;HAtencion 41
fin_venta1;81,37;0;0;85,17;0;0;81,76;0;0;81,67;0;0;88,2;0;0;89,52;0;0;86,13;87,24;82,03;0;0;83,19;81,87;0;0;0;0;0;0;0;85,02;96,18;120,1;0;0;0;97,11;3;Ocupado;3;Ocupado;2;Ocupado;6;Ocupado;4;Ocupado;0;Libre;0;Libre;0;Libre;5;Ocupado;3;Ocupado;4;Ocupado;79,78;160,58;30;93,49;117,88;19;26,55;122,93;46;170,18;116,44;8;48,11;65,07;3;SE3;0;79,45;EE1;75,81;0;SP;0;66,83;EP;52,13;0;EE1;78,31;0;ER1;78,36;0;EAE2;79,94;0;SR2;0;79,75;SR1;0;73,69;EAE1;71,3;0;SE2;0;66,21;EE2;69,22;0;SAE1;0;70,17;ER1;66,45;0;SAE2;0;78,02;EE1;73,98;0;EE3;74,2;0;EAE1;63,7;0;ER1;28,98;0;EP;28,33;0;ER2;63,84;0;EAE1;67,28;0;SE1;0;69,25;EP;72,26;0;EAE1;69,08;0;EP;39,68;0;ER2;79,51;0;EAE1;41,87;0;ER1;73,36;0;ER1;79,59;0;ER1;74,2;0;ER2;75,45;0;EE2;76,25;0;EAE2;76,36;0;ER2;76,39;0;Eliminado;0;79,99;EE3;80,17;0;EAE2;80,98;0;EE2;81,31;0;;;;;;
llegada_venta;81,67;0;0;85,17;0;0;81,76;0,76;2,85;84,52;0;0;88,2;0;0;89,52;0;0;86,13;87,24;82,03;0;0;83,19;81,87;0,84;6,1;87,77;0;0;0;0;85,02;96,18;120,1;0;0;0;97,11;3;Ocupado;3;Ocupado;2;Ocupado;6;Ocupado;4;Ocupado;0;Ocupado;0;Libre;0;Libre;5;Ocupado;3;Ocupado;4;Ocupado;79,78;160,58;30;93,49;117,88;19;26,55;122,93;46;170,18;116,44;8;48,11;65,07;3;SE3;0;79,45;EE1;75,81;0;SP;0;66,83;EP;52,13;0;EE1;78,31;0;ER1;78,36;0;EAE2;79,94;0;SR2;0;79,75;SR1;0;73,69;EAE1;71,3;0;SE2;0;66,21;EE2;69,22;0;SAE1;0;70,17;ER1;66,45;0;SAE2;0;78,02;EE1;73,98;0;EE3;74,2;0;EAE1;63,7;0;ER1;28,98;0;EP;28,33;0;ER2;63,84;0;EAE1;67,28;0;SE1;0;69,25;EP;72,26;0;EAE1;69,08;0;EP;39,68;0;ER2;79,51;0;EAE1;41,87;0;ER1;73,36;0;ER1;79,59;0;ER1;74,2;0;ER2;75,45;0;EE2;76,25;0;EAE2;76,36;0;ER2;76,39;0;SV1;0;81,67;EE3;80,17;0;EAE2;80,98;0;EE2;81,31;0;;;;;;
llegada_reclamo;81,76;0;0;85,17;0,8;6,43;88,19;0;0;84,52;0;0;88,2;0;0;89,52;0;0;86,13;87,24;82,03;0;0;83,19;81,87;0;0;87,77;0;0;0;0;85,02;96,18;120,1;0;0;0;97,11;3;Ocupado;3;Ocupado;2;Ocupado;6;Ocupado;5;Ocupado;0;Ocupado;0;Libre;0;Libre;5;Ocupado;3;Ocupado;4;Ocupado;79,78;160,58;30;93,49;117,88;19;26,55;122,93;46;170,18;116,44;8;48,11;65,07;3;SE3;0;79,45;EE1;75,81;0;SP;0;66,83;EP;52,13;0;EE1;78,31;0;ER1;78,36;0;EAE2;79,94;0;SR2;0;79,75;SR1;0;73,69;EAE1;71,3;0;SE2;0;66,21;EE2;69,22;0;SAE1;0;70,17;ER1;66,45;0;SAE2;0;78,02;EE1;73,98;0;EE3;74,2;0;EAE1;63,7;0;ER1;28,98;0;EP;28,33;0;ER2;63,84;0;EAE1;67,28;0;SE1;0;69,25;EP;72,26;0;EAE1;69,08;0;EP;39,68;0;ER2;79,51;0;EAE1;41,87;0;ER1;73,36;0;ER1;79,59;0;ER1;74,2;0;ER2;75,45;0;EE2;76,25;0;EAE2;76,36;0;ER2;76,39;0;SV1;0;81,67;EE3;80,17;0;EAE2;80,98;0;EE2;81,31;0;ER2;81,76;0;;;
fin_reclamo2;81,87;0;0;85,17;0;0;88,19;0;0;84,52;0;0;88,2;0;0;89,52;0;0;86,13;87,24;82,03;0,74;11,54;83,19;93,41;0;0;87,77;0;0;0;0;85,02;96,18;120,1;0;0;0;97,11;3;Ocupado;3;Ocupado;2;Ocupado;6;Ocupado;4;Ocupado;0;Ocupado;0;Libre;0;Libre;5;Ocupado;3;Ocupado;4;Ocupado;79,78;160,58;30;111,52;120;20;26,55;122,93;46;170,18;116,44;8;48,11;65,07;3;SE3;0;79,45;EE1;75,81;0;SP;0;66,83;EP;52,13;0;EE1;78,31;0;ER1;78,36;0;EAE2;79,94;0;Eliminado;0;79,75;SR1;0;73,69;EAE1;71,3;0;SE2;0;66,21;EE2;69,22;0;SAE1;0;70,17;ER1;66,45;0;SAE2;0;78,02;EE1;73,98;0;EE3;74,2;0;EAE1;63,7;0;ER1;28,98;0;EP;28,33;0;SR2;0;81,87;EAE1;67,28;0;SE1;0;69,25;EP;72,26;0;EAE1;69,08;0;EP;39,68;0;ER2;79,51;0;EAE1;41,87;0;ER1;73,36;0;ER1;79,59;0;ER1;74,2;0;ER2;75,45;0;EE2;76,25;0;EAE2;76,36;0;ER2;76,39;0;SV1;0;81,67;EE3;80,17;0;EAE2;80,98;0;EE2;81,31;0;ER2;81,76;0;;;
fin_envio3;82,03;0;0;85,17;0;0;88,19;0;0;84,52;0;0;88,2;0;0;89,52;0,73;7,85;86,13;87,24;89,88;0;0;83,19;93,41;0;0;87,77;0;0;0;0;85,02;96,18;120,1;0;0;0;97,11;3;Ocupado;3;Ocupado;1;Ocupado;6;Ocupado;4;Ocupado;0;Ocupado;0;Libre;0;Libre;5;Ocupado;3;Ocupado;4;Ocupado;87,61;163,15;31;111,52;120;20;26,55;122,93;46;170,18;116,44;8;48,11;65,07;3;Eliminado;0;79,45;EE1;75,81;0;SP;0;66,83;EP;52,13;0;EE1;78,31;0;ER1;78,36;0;EAE2;79,94;0;Eliminado;0;79,75;SR1;0;73,69;EAE1;71,3;0;SE2;0;66,21;EE2;69,22;0;SAE1;0;70,17;ER1;66,45;0;SAE2;0;78,02;EE1;73,98;0;SE3;0;82,03;EAE1;63,7;0;ER1;28,98;0;EP;28,33;0;SR2;0;81,87;EAE1;67,28;0;SE1;0;69,25;EP;72,26;0;EAE1;69,08;0;EP;39,68;0;ER2;79,51;0;EAE1;41,87;0;ER1;73,36;0;ER1;79,59;0;ER1;74,2;0;ER2;75,45;0;EE2;76,25;0;EAE2;76,36;0;ER2;76,39;0;SV1;0;81,67;EE3;80,17;0;EAE2;80,98;0;EE2;81,31;0;ER2;81,76;0;;;
fin_reclamo1;83,19;0;0;85,17;0;0;88,19;0;0;84,52;0;0;88,2;0;0;89,52;0;0;86,13;87,24;89,88;0,47;5,44;88,63;93,41;0;0;87,77;0;0;0;0;85,02;96,18;120,1;0;0;0;97,11;3;Ocupado;3;Ocupado;1;Ocupado;5;Ocupado;4;Ocupado;0;Ocupado;0;Libre;0;Libre;5;Ocupado;3;Ocupado;4;Ocupado;87,61;163,15;31;116,34;129,5;21;26,55;122,93;46;170,18;116,44;8;48,11;65,07;3;Eliminado;0;79,45;EE1;75,81;0;SP;0;66,83;EP;52,13;0;EE1;78,31;0;SR1;0;83,19;EAE2;79,94;0;Eliminado;0;79,75;Eliminado;0;73,69;EAE1;71,3;0;SE2;0;66,21;EE2;69,22;0;SAE1;0;70,17;ER1;66,45;0;SAE2;0;78,02;EE1;73,98;0;SE3;0;82,03;EAE1;63,7;0;ER1;28,98;0;EP;28,33;0;SR2;0;81,87;EAE1;67,28;0;SE1;0;69,25;EP;72,26;0;EAE1;69,08;0;EP;39,68;0;ER2;79,51;0;EAE1;41,87;0;ER1;73,36;0;ER1;79,59;0;ER1;74,2;0;ER2;75,45;0;EE2;76,25;0;EAE2;76,36;0;ER2;76,39;0;SV1;0;81,67;EE3;80,17;0;EAE2;80,98;0;EE2;81,31;0;ER2;81,76;0;;;
llegada_venta;84,52;0;0;85,17;0;0;88,19;0,37;0,92;85,44;0;0;88,2;0;0;89,52;0;0;86,13;87,24;89,88;0;0;88,63;93,41;0,99;15,33;87,77;99,85;0;0;0;85,02;96,18;120,1;0;0;0;97,11;3;Ocupado;3;Ocupado;1;Ocupado;5;Ocupado;4;Ocupado;0;Ocupado;0;Ocupado;0;Libre;5;Ocupado;3;Ocupado;4;Ocupado;87,61;163,15;31;116,34;129,5;21;26,55;122,93;46;170,18;116,44;8;48,11;65,07;3;SV2;0;84,52;EE1;75,81;0;SP;0;66,83;EP;52,13;0;EE1;78,31;0;SR1;0;83,19;EAE2;79,94;0;Eliminado;0;79,75;Eliminado;0;73,69;EAE1;71,3;0;SE2;0;66,21;EE2;69,22;0;SAE1;0;70,17;ER1;66,45;0;SAE2;0;78,02;EE1;73,98;0;SE3;0;82,03;EAE1;63,7;0;ER1;28,98;0;EP;28,33;0;SR2;0;81,87;EAE1;67,28;0;SE1;0;69,25;EP;72,26;0;EAE1;69,08;0;EP;39,68;0;ER2;79,51;0;EAE1;41,87;0;ER1;73,36;0;ER1;79,59;0;ER1;74,2;0;ER2;75,45;0;EE2;76,25;0;EAE2;76,36;0;ER2;76,39;0;SV1;0;81,67;EE3;80,17;0;EAE2;80,98;0;EE2;81,31;0;ER2;81,76;0;;;
fin_AE1;85,02;0;0;85,17;0;0;88,19;0;0;85,44;0;0;88,2;0;0;89,52;0;0;86,13;87,24;89,88;0;0;88,63;93,41;0;0;87,77;99,85;0;0,14;1,8;86,82;96,18;120,1;0;0;0;97,11;3;Ocupado;3;Ocupado;1;Ocupado;5;Ocupado;4;Ocupado;0;Ocupado;0;Ocupado;0;Libre;4;Ocupado;3;Ocupado;4;Ocupado;87,61;163,15;31;116,34;129,5;21;26,55;122,93;46;183,9;131,28;9;48,11;65,07;3;SV2;0;84,52;EE1;75,81;0;SP;0;66,83;EP;52,13;0;EE1;78,31;0;SR1;0;83,19;EAE2;79,94;0;Eliminado;0;79,75;Eliminado;0;73,69;SAE1;0;85,02;SE2;0;66,21;EE2;69,22;0;Eliminado;0;70,17;ER1;66,45;0;SAE2;0;78,02;EE1;73,98;0;SE3;0;82,03;EAE1;63,7;0;ER1;28,98;0;EP;28,33;0;SR2;0;81,87;EAE1;67,28;0;SE1;0;69,25;EP;72,26;0;EAE1;69,08;0;EP;39,68;0;ER2;79,51;0;EAE1;41,87;0;ER1;73,36;0;ER1;79,59;0;ER1;74,2;0;ER2;75,45;0;EE2;76,25;0;EAE2;76,36;0;ER2;76,39;0;SV1;0;81,67;EE3;80,17;0;EAE2;80,98;0;EE2;81,31;0;ER2;81,76;0;;;
llegada_envio;85,17;0,9;5,52;90,69;0;0;88,19;0;0;85,44;0;0;88,2;0;0;89,52;0;0;86,13;87,24;89,88;0;0;88,63;93,41;0;0;87,77;99,85;0;0;0;86,82;96,18;120,1;0;0;0;97,11;3;Ocupado;3;Ocupado;2;Ocupado;5;Ocupado;4;Ocupado;0;Ocupado;0;Ocupado;0;Libre;4;Ocupado;3;Ocupado;4;Ocupado;87,61;163,15;31;116,34;129,5;21;26,55;122,93;46;183,9;131,28;9;48,11;65,07;3;SV2;0;84,52;EE1;75,81;0;SP;0;66,83;EP;52,13;0;EE1;78,31;0;SR1;0;83,19;EAE2;79,94;0;EE3;85,17;0;Eliminado;0;73,69;SAE1;0;85,02;SE2;0;66,21;EE2;69,22;0;Eliminado;0;70,17;ER1;66,45;0;SAE2;0;78,02;EE1;73,98;0;SE3;0;82,03;EAE1;63,7;0;ER1;28,98;0;EP;28,33;0;SR2;0;81,87;EAE1;67,28;0;SE1;0;69,25;EP;72,26;0;EAE1;69,08;0;EP;39,68;0;ER2;79,51;0;EAE1;41,87;0;ER1;73,36;0;ER1;79,59;0;ER1;74,2;0;ER2;75,45;0;EE2;76,25;0;EAE2;76,36;0;ER2;76,39;0;SV1;0;81,67;EE3;80,17;0;EAE2;80,98;0;EE2;81,31;0;ER2;81,76;0;;;
llegada_venta;85,44;0;0;90,69;0;0;88,19;0,16;0,34;85,78;0;0;88,2;0;0;89,52;0;0;86,13;87,24;89,88;0;0;88,63;93,41;0,36;1,48;87,77;99,85;86,92;0;0;86,82;96,18;120,1;0;0;0;97,11;3;Ocupado;3;Ocupado;2;Ocupado;5;Ocupado;4;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;4;Ocupado;3;Ocupado;4;Ocupado;87,61;163,15;31;116,34;129,5;21;26,55;122,93;46;183,9;131,28;9;48,11;65,07;3;SV2;0;84,52;EE1;75,81;0;SP;0;66,83;EP;52,13;0;EE1;78,31;0;SR1;0;83,19;EAE2;79,94;0;EE3;85,17;0;SV3;0;85,44;SAE1;0;85,02;SE2;0;66,21;EE2;69,22;0;Eliminado;0;70,17;ER1;66,45;0;SAE2;0;78,02;EE1;73,98;0;SE3;0;82,03;EAE1;63,7;0;ER1;28,98;0;EP;28,33;0;SR2;0;81,87;EAE1;67,28;0;SE1;0;69,25;EP;72,26;0;EAE1;69,08;0;EP;39,68;0;ER2;79,51;0;EAE1;41,87;0;ER1;73,36;0;ER1;79,59;0;ER1;74,2;0;ER2;75,45;0;EE2;76,25;0;EAE2;76,36;0;ER2;76,39;0;SV1;0;81,67;EE3;80,17;0;EAE2;80,98;0;EE2;81,31;0;ER2;81,76;0;;;
llegada_venta;85,78;0;0;90,69;0;0;88,19;0,14;0,3;86,08;0;0;88,2;0;0;89,52;0;0;86,13;87,24;89,88;0;0;88,63;93,41;0;0;87,77;99,85;86,92;0;0;86,82;96,18;120,1;0;0;0;97,11;3;Ocupado;3;Ocupado;2;Ocupado;5;Ocupado;4;Ocupado;1;Ocupado;0;Ocupado;0;Ocupado;4;Ocupado;3;Ocupado;4;Ocupado;87,61;163,15;31;116,34;129,5;21;26,55;122,93;46;183,9;131,28;9;48,11;65,07;3;SV2;0;84,52;EE1;75,81;0;SP;0;66,83;EP;52,13;0;EE1;78,31;0;SR1;0;83,19;EAE2;79,94;0;EE3;85,17;0;SV3;0;85,44;SAE1;0;85,02;SE2;0;66,21;EE2;69,22;0;EV1;85,78;0;ER1;66,45;0;SAE2;0;78,02;EE1;73,98;0;SE3;0;82,03;EAE1;63,7;0;ER1;28,98;0;EP;28,33;0;SR2;0;81,87;EAE1;67,28;0;SE1;0;69,25;EP;72,26;0;EAE1;69,08;0;EP;39,68;0;ER2;79,51;0;EAE1;41,87;0;ER1;73,36;0;ER1;79,59;0;ER1;74,2;0;ER2;75,45;0;EE2;76,25;0;EAE2;76,36;0;ER2;76,39;0;SV1;0;81,67;EE3;80,17;0;EAE2;80,98;0;EE2;81,31;0;ER2;81,76;0;;;
llegada_venta;86,08;0;0;90,69;0;0;88,19;0,97;7,01;93,09;0;0;88,2;0;0;89,52;0;0;86,13;87,24;89,88;0;0;88,63;93,41;0;0;87,77;99,85;86,92;0;0;86,82;96,18;120,1;0;0;0;97,11;3;Ocupado;3;Ocupado;2;Ocupado;5;Ocupado;4;Ocupado;1;Ocupado;1;Ocupado;0;Ocupado;4;Ocupado;3;Ocupado;4;Ocupado;87,61;163,15;31;116,34;129,5;21;26,55;122,93;46;183,9;131,28;9;48,11;65,07;3;SV2;0;84,52;EE1;75,81;0;SP;0;66,83;EP;52,13;0;EE1;78,31;0;SR1;0;83,19;EAE2;79,94;0;EE3;85,17;0;SV3;0;85,44;SAE1;0;85,02;SE2;0;66,21;EE2;69,22;0;EV1;85,78;0;ER1;66,45;0;SAE2;0;78,02;EE1;73,98;0;SE3;0;82,03;EAE1;63,7;0;ER1;28,98;0;EP;28,33;0;SR2;0;81,87;EAE1;67,28;0;SE1;0;69,25;EP;72,26;0;EAE1;69,08;0;EP;39,68;0;ER2;79,51;0;EAE1;41,87;0;ER1;73,36;0;ER1;79,59;0;ER1;74,2;0;ER2;75,45;0;EE2;76,25;0;EAE2;76,36;0;ER2;76,39;0;SV1;0;81,67;EE3;80,17;0;EAE2;80,98;0;EE2;81,31;0;ER2;81,76;0;EV2;86,08;0
fin_envio1;86,13;0;0;90,69;0;0;88,19;0;0;93,09;0;0;88,2;0;0;89,52;0,84;10,99;97,12;87,24;89,88;0;0;88,63;93,41;0;0;87,77;99,85;86,92;0;0;86,82;96,18;120,1;0;0;0;97,11;2;Ocupado;3;Ocupado;2;Ocupado;5;Ocupado;4;Ocupado;1;Ocupado;1;Ocupado;0;Ocupado;4;Ocupado;3;Ocupado;4;Ocupado;97,93;180,02;32;116,34;129,5;21;26,55;122,93;46;183,9;131,28;9;48,11;65,07;3;SV2;0;84,52;SE1;0;86,13;SP;0;66,83;EP;52,13;0;EE1;78,31;0;SR1;0;83,19;EAE2;79,94;0;EE3;85,17;0;SV3;0;85,44;SAE1;0;85,02;SE2;0;66,21;EE2;69,22;0;EV1;85,78;0;ER1;66,45;0;SAE2;0;78,02;EE1;73,98;0;SE3;0;82,03;EAE1;63,7;0;ER1;28,98;0;EP;28,33;0;SR2;0;81,87;EAE1;67,28;0;Eliminado;0;69,25;EP;72,26;0;EAE1;69,08;0;EP;39,68;0;ER2;79,51;0;EAE1;41,87;0;ER1;73,36;0;ER1;79,59;0;ER1;74,2;0;ER2;75,45;0;EE2;76,25;0;EAE2;76,36;0;ER2;76,39;0;SV1;0;81,67;EE3;80,17;0;EAE2;80,98;0;EE2;81,31;0;ER2;81,76;0;EV2;86,08;0
fin_AE1;86,82;0;0;90,69;0;0;88,19;0;0;93,09;0;0;88,2;0;0;89,52;0;0;97,12;87,24;89,88;0;0;88,63;93,41;0;0;87,77;99,85;86,92;0,14;1,8;88,62;96,18;120,1;0;0;0;97,11;2;Ocupado;3;Ocupado;2;Ocupado;5;Ocupado;4;Ocupado;1;Ocupado;1;Ocupado;0;Ocupado;3;Ocupado;3;Ocupado;4;Ocupado;97,93;180,02;32;116,34;129,5;21;26,55;122,93;46;207,01;133,07;10;48,11;65,07;3;SV2;0;84,52;SE1;0;86,13;SP;0;66,83;EP;52,13;0;EE1;78,31;0;SR1;0;83,19;EAE2;79,94;0;EE3;85,17;0;SV3;0;85,44;Eliminado;0;85,02;SE2;0;66,21;EE2;69,22;0;EV1;85,78;0;ER1;66,45;0;SAE2;0;78,02;EE1;73,98;0;SE3;0;82,03;SAE1;0;86,82;ER1;28,98;0;EP;28,33;0;SR2;0;81,87;EAE1;67,28;0;Eliminado;0;69,25;EP;72,26;0;EAE1;69,08;0;EP;39,68;0;ER2;79,51;0;EAE1;41,87;0;ER1;73,36;0;ER1;79,59;0;ER1;74,2;0;ER2;75,45;0;EE2;76,25;0;EAE2;76,36;0;ER2;76,39;0;SV1;0;81,67;EE3;80,17;0;EAE2;80,98;0;EE2;81,31;0;ER2;81,76;0;EV2;86,08;0
fin_venta3;86,92;0;0;90,69;0;0;88,19;0;0;93,09;0;0;88,2;0;0;89,52;0;0;97,12;87,24;89,88;0;0;88,63;93,41;0;0;87,77;99,85;0;0;0;88,62;96,18;120,1;0;0;0;97,11;2;Ocupado;3;Ocupado;2;Ocupado;5;Ocupado;4;Ocupado;1;Ocupado;1;Ocupado;0;Libre;3;Ocupado;3;Ocupado;4;Ocupado;97,93;180,02;32;116,34;129,5;21;26,55;124,41;47;207,01;133,07;10;48,11;65,07;3;SV2;0;84,52;SE1;0;86,13;SP;0;66,83;EP;52,13;0;EE1;78,31;0;SR1;0;83,19;EAE2;79,94;0;EE3;85,17;0;Eliminado;0;85,44;Eliminado;0;85,02;SE2;0;66,21;EE2;69,22;0;EV1;85,78;0;ER1;66,45;0;SAE2;0;78,02;EE1;73,98;0;SE3;0;82,03;SAE1;0;86,82;ER1;28,98;0;EP;28,33;0;SR2;0;81,87;EAE1;67,28;0;Eliminado;0;69,25;EP;72,26;0;EAE1;69,08;0;EP;39,68;0;ER2;79,51;0;EAE1;41,87;0;ER1;73,36;0;ER1;79,59;0;ER1;74,2;0;ER2;75,45;0;EE2;76,25;0;EAE2;76,36;0;ER2;76,39;0;SV1;0;81,67;EE3;80,17;0;EAE2;80,98;0;EE2;81,31;0;ER2;81,76;0;EV2;86,08;0
fin_envio2;87,24;0;0;90,69;0;0;88,19;0;0;93,09;0;0;88,2;0;0;89,52;0,14;0,9;97,12;88,14;89,88;0;0;88,63;93,41;0;0;87,77;99,85;0;0;0;88,62;96,18;120,1;0;0;0;97,11;2;Ocupado;2;Ocupado;2;Ocupado;5;Ocupado;4;Ocupado;1;Ocupado;1;Ocupado;0;Libre;3;Ocupado;3;Ocupado;4;Ocupado;115,95;201,05;33;116,34;129,5;21;26,55;124,41;47;207,01;133,07;10;48,11;65,07;3;SV2;0;84,52;SE1;0;86,13;SP;0;66,83;EP;52,13;0;EE1;78,31;0;SR1;0;83,19;EAE2;79,94;0;EE3;85,17;0;Eliminado;0;85,44;Eliminado;0;85,02;Eliminado;0;66,21;SE2;0;87,24;EV1;85,78;0;ER1;66,45;0;SAE2;0;78,02;EE1;73,98;0;SE3;0;82,03;SAE1;0;86,82;ER1;28,98;0;EP;28,33;0;SR2;0;81,87;EAE1;67,28;0;Eliminado;0;69,25;EP;72,26;0;EAE1;69,08;0;EP;39,68;0;ER2;79,51;0;EAE1;41,87;0;ER1;73,36;0;ER1;79,59;0;ER1;74,2;0;ER2;75,45;0;EE2;76,25;0;EAE2;76,36;0;ER2;76,39;0;SV1;0;81,67;EE3;80,17;0;EAE2;80,98;0;EE2;81,31;0;ER2;81,76;0;EV2;86,08;0
fin_venta1;87,77;0;0;90,69;0;0;88,19;0;0;93,09;0;0;88,2;0;0;89,52;0;0;97,12;88,14;89,88;0;0;88,63;93,41;0,36;1,48;89,25;99,85;0;0;0;88,62;96,18;120,1;0;0;0;97,11;2;Ocupado;2;Ocupado;2;Ocupado;5;Ocupado;4;Ocupado;0;Ocupado;1;Ocupado;0;Libre;3;Ocupado;3;Ocupado;4;Ocupado;115,95;201,05;33;116,34;129,5;21;28,53;130,5;48;207,01;133,07;10;48,11;65,07;3;SV2;0;84,52;SE1;0;86,13;SP;0;66,83;EP;52,13;0;EE1;78,31;0;SR1;0;83,19;EAE2;79,94;0;EE3;85,17;0;Eliminado;0;85,44;Eliminado;0;85,02;Eliminado;0;66,21;SE2;0;87,24;SV1;0;87,77;ER1;66,45;0;SAE2;0;78,02;EE1;73,98;0;SE3;0;82,03;SAE1;0;86,82;ER1;28,98;0;EP;28,33;0;SR2;0;81,87;EAE1;67,28;0;Eliminado;0;69,25;EP;72,26;0;EAE1;69,08;0;EP;39,68;0;ER2;79,51;0;EAE1;41,87;0;ER1;73,36;0;ER1;79,59;0;ER1;74,2;0;ER2;75,45;0;EE2;76,25;0;EAE2;76,36;0;ER2;76,39;0;Eliminado;0;81,67;EE3;80,17;0;EAE2;80,98;0;EE2;81,31;0;ER2;81,76;0;EV2;86,08;0
fin_envio2;88,14;0;0;90,69;0;0;88,19;0;0;93,09;0;0;88,2;0;0;89,52;0,55;4,79;97,12;92,93;89,88;0;0;88,63;93,41;0;0;89,25;99,85;0;0;0;88,62;96,18;120,1;0;0;0;97,11;2;Ocupado;1;Ocupado;2;Ocupado;5;Ocupado;4;Ocupado;0;Ocupado;1;Ocupado;0;Libre;3;Ocupado;3;Ocupado;4;Ocupado;127,84;201,95;34;116,34;129,5;21;28,53;130,5;48;207,01;133,07;10;48,11;65,07;3;SV2;0;84,52;SE1;0;86,13;SP;0;66,83;EP;52,13;0;EE1;78,31;0;SR1;0;83,19;EAE2;79,94;0;EE3;85,17;0;Eliminado;0;85,44;Eliminado;0;85,02;Eliminado;0;66,21;Eliminado;0;87,24;SV1;0;87,77;ER1;66,45;0;SAE2;0;78,02;EE1;73,98;0;SE3;0;82,03;SAE1;0;86,82;ER1;28,98;0;EP;28,33;0;SR2;0;81,87;EAE1;67,28;0;Eliminado;0;69,25;EP;72,26;0;EAE1;69,08;0;EP;39,68;0;ER2;79,51;0;EAE1;41,87;0;ER1;73,36;0;ER1;79,59;0;ER1;74,2;0;ER2;75,45;0;SE2;0;88,14;EAE2;76,36;0;ER2;76,39;0;Eliminado;0;81,67;EE3;80,17;0;EAE2;80,98;0;EE2;81,31;0;ER2;81,76;0;EV2;86,08;0
